cust_id,dob,age,gender,city_code,order_status,confirmed_yn,transaction_id,tran_date,prod_cat_code,prod_sub_cat_code,prod_cat,prod_subcat,qty,rate,tax,total_amt,store_type
269875,1989-01-02,22,M,4.0,Ordered,1.0,4476987165,2011-03-15,3,5,Electronics,Computers,4,1118,469.56,4941.56,Flagship store
272607,1989-03-02,23,F,1.0,Ordered,1.0,4506838935,2012-09-05,3,4,Electronics,Mobiles,2,306,64.26,676.26,MBR
273763,1990-07-26,23,F,3.0,Ordered,1.0,4510550124,2013-09-26,1,1,Clothing,Women,4,504,211.68,2227.68,e-Shop
268211,1980-12-20,33,F,9.0,Ordered,1.0,4511129330,2013-03-19,4,1,Bags,Mens,4,1252,525.84,5533.84,TeleShop
270042,1986-06-19,25,F,5.0,Ordered,1.0,4512142147,2011-07-04,2,4,Footwear,Kids,2,929,195.09,2053.09,Flagship store
273552,1987-06-22,26,F,10.0,Ordered,1.0,4515054035,2013-11-08,5,10,Books,Non-Fiction,3,1148,361.62,3805.62,e-Shop
268223,1986-08-01,26,M,2.0,Ordered,1.0,4515529384,2012-07-17,4,4,Bags,Women,2,1408,295.68,3111.68,Flagship store
269779,1973-12-08,40,M,7.0,Ordered,1.0,4516480079,2013-06-21,2,3,Footwear,Women,2,179,37.59,395.59,MBR
274807,1971-03-28,42,F,7.0,Ordered,1.0,4523335566,2013-07-05,6,10,Home and kitchen,Kitchen,2,917,192.57,2026.57,MBR
274521,1980-05-16,32,M,8.0,Ordered,1.0,4526631155,2012-05-08,5,6,Books,DIY,4,370,155.4,1635.4,e-Shop
267551,1975-08-08,37,M,6.0,Ordered,1.0,4528194198,2012-01-14,1,3,Clothing,Kids,2,1017,213.57,2247.57,MBR
271224,1972-01-08,42,F,9.0,Ordered,1.0,4535841537,2014-01-28,4,1,Bags,Mens,5,1306,685.65,7215.65,TeleShop
268597,1986-05-01,26,F,10.0,Ordered,1.0,4544921967,2012-05-05,5,12,Books,Academic,1,1427,149.835,1576.835,TeleShop
274522,1971-11-10,40,M,7.0,Ordered,1.0,4544981876,2011-05-19,1,4,Clothing,Mens,3,1282,403.83,4249.83,e-Shop
266881,1985-12-15,27,M,6.0,Canceled,0.0,4545655117,2012-03-20,2,4,Footwear,Kids,-2,-507,106.47,-1120.47,MBR
266881,1985-12-15,27,M,6.0,Ordered,0.0,4545655117,2012-03-15,2,4,Footwear,Kids,2,507,106.47,1120.47,MBR
268319,1972-12-19,41,M,10.0,Ordered,1.0,4548236078,2013-08-23,3,10,Electronics,Audio and video,2,1138,238.98,2514.98,e-Shop
272159,1988-03-25,25,M,6.0,Ordered,1.0,4558380799,2013-03-01,1,3,Clothing,Kids,1,1278,134.19,1412.19,Flagship store
267748,1981-05-29,32,M,1.0,Ordered,1.0,4561358107,2013-08-19,4,1,Bags,Mens,5,206,108.15,1138.15,TeleShop
274116,1976-09-18,36,F,6.0,Ordered,1.0,4562003228,2012-07-09,1,4,Clothing,Mens,5,757,397.425,4182.425,MBR
269588,1977-08-23,34,F,8.0,Canceled,0.0,4562519966,2011-03-19,6,11,Home and kitchen,Bath,-3,-784,246.96,-2598.96,MBR
269588,1977-08-23,34,F,8.0,Ordered,0.0,4562519966,2011-03-17,6,11,Home and kitchen,Bath,3,784,246.96,2598.96,MBR
273383,1971-06-11,41,F,6.0,Ordered,1.0,4562697265,2012-03-16,6,11,Home and kitchen,Bath,5,410,215.25,2265.25,e-Shop
271108,1973-04-28,39,M,10.0,Ordered,1.0,4568971851,2012-01-20,3,4,Electronics,Mobiles,3,1061,334.215,3517.215,Flagship store
272410,1991-03-27,22,F,10.0,Ordered,1.0,4569568692,2013-09-12,2,3,Footwear,Women,3,294,92.61,974.61,TeleShop
267583,1972-11-21,41,M,4.0,Canceled,0.0,4572080426,2013-12-08,1,1,Clothing,Women,-5,-1476,774.9,-8154.9,Flagship store
267583,1972-11-21,41,M,4.0,Ordered,0.0,4572080426,2013-11-30,1,1,Clothing,Women,5,1476,774.9,8154.9,Flagship store
271280,1987-04-29,24,M,6.0,Ordered,1.0,4573992921,2011-12-13,4,1,Bags,Mens,1,198,20.79,218.79,Flagship store
272479,1974-12-12,37,F,3.0,Ordered,1.0,4578426276,2011-02-15,6,12,Home and kitchen,Tools,3,833,262.395,2761.395,Flagship store
274603,1984-02-11,28,M,7.0,Ordered,1.0,4578905865,2012-05-09,6,12,Home and kitchen,Tools,5,525,275.625,2900.625,Flagship store
269387,1990-02-03,23,F,10.0,Ordered,1.0,4582684526,2013-03-17,4,4,Bags,Women,3,1487,468.405,4929.405,TeleShop
275098,1971-11-29,42,F,2.0,Ordered,1.0,4588143064,2013-01-20,5,12,Books,Academic,5,348,182.7,1922.7,MBR
272708,1972-04-15,41,M,10.0,Ordered,1.0,4597975307,2013-05-09,3,9,Electronics,Cameras,5,993,521.325,5486.325,MBR
268074,1971-11-21,40,M,5.0,Ordered,1.0,4605287939,2011-12-09,5,6,Books,DIY,4,886,372.12,3916.12,MBR
271281,1980-03-18,31,F,10.0,Ordered,1.0,4610013451,2011-07-22,5,11,Books,Children,3,105,33.075,348.075,MBR
267524,1975-10-19,36,M,6.0,Ordered,1.0,4613493913,2011-07-06,3,8,Electronics,Personal Appliances,5,991,520.275,5475.275,TeleShop
271808,1984-04-11,28,M,10.0,Ordered,1.0,4617704344,2012-01-21,6,10,Home and kitchen,Kitchen,2,153,32.13,338.13,TeleShop
271937,1983-09-10,28,F,10.0,Ordered,1.0,4619761369,2011-06-16,1,4,Clothing,Mens,3,463,145.845,1534.845,MBR
269659,1983-04-18,30,F,8.0,Canceled,0.0,4623545525,2013-11-16,3,9,Electronics,Cameras,-5,-164,86.1,-906.1,MBR
269659,1983-04-18,30,F,8.0,Ordered,0.0,4623545525,2013-11-09,3,9,Electronics,Cameras,5,164,86.1,906.1,MBR
268612,1972-07-02,40,F,4.0,Ordered,1.0,4629206829,2012-08-28,6,11,Home and kitchen,Bath,4,365,153.3,1613.3,TeleShop
271903,1979-04-16,34,F,7.0,Ordered,1.0,4631821929,2013-04-29,5,6,Books,DIY,3,1350,425.25,4475.25,e-Shop
271816,1986-09-24,25,M,6.0,Ordered,1.0,4634357100,2011-06-23,1,3,Clothing,Kids,1,252,26.46,278.46,MBR
267698,1972-03-03,41,M,7.0,Canceled,0.0,4636564530,2013-03-21,5,7,Books,Fiction,-1,-102,10.71,-112.71,MBR
267698,1972-03-03,41,M,7.0,Ordered,0.0,4636564530,2013-03-13,5,7,Books,Fiction,1,102,10.71,112.71,MBR
269831,1981-02-13,30,F,1.0,Ordered,1.0,4640714806,2011-07-25,5,10,Books,Non-Fiction,3,580,182.7,1922.7,Flagship store
275073,1986-07-26,27,M,7.0,Ordered,1.0,4642181318,2013-06-12,3,8,Electronics,Personal Appliances,1,675,70.875,745.875,MBR
271807,1986-02-28,25,F,10.0,Ordered,1.0,4650274249,2011-02-20,4,1,Bags,Mens,5,1302,683.55,7193.55,MBR
270512,1991-01-16,20,F,4.0,Ordered,1.0,4652249774,2011-02-20,5,11,Books,Children,4,896,376.32,3960.32,Flagship store
274799,1991-08-10,20,F,10.0,Ordered,1.0,4663047564,2011-03-20,3,9,Electronics,Cameras,3,1186,373.59,3931.59,e-Shop
274056,1982-05-17,30,M,9.0,Ordered,1.0,4663144753,2012-10-15,6,10,Home and kitchen,Kitchen,4,1378,578.76,6090.76,e-Shop
268411,1973-02-10,40,F,1.0,Ordered,1.0,4693640023,2013-03-10,4,4,Bags,Women,3,1308,412.02,4336.02,TeleShop
267699,1976-11-24,37,F,5.0,Ordered,1.0,4698903505,2013-01-08,4,1,Bags,Mens,4,816,342.72,3606.72,TeleShop
271770,1977-12-24,35,F,9.0,Ordered,1.0,4700507112,2012-02-14,6,12,Home and kitchen,Tools,3,1126,354.69,3732.69,TeleShop
267401,1989-03-09,22,M,9.0,Ordered,1.0,4710310315,2011-05-22,6,10,Home and kitchen,Kitchen,3,1146,360.99,3798.99,MBR
273661,1984-05-26,28,M,9.0,Ordered,1.0,4718930595,2012-12-15,5,12,Books,Academic,5,587,308.175,3243.175,MBR
272822,1975-12-13,36,F,4.0,Canceled,0.0,4736658169,2011-03-15,1,4,Clothing,Mens,-1,-590,61.95,-651.95,TeleShop
272822,1975-12-13,36,F,4.0,Ordered,0.0,4736658169,2011-03-07,1,4,Clothing,Mens,1,590,61.95,651.95,TeleShop
269345,1970-06-26,41,F,10.0,Ordered,1.0,4737317330,2011-07-29,1,1,Clothing,Women,5,1141,599.025,6304.025,MBR
274493,1970-11-19,43,M,5.0,Ordered,1.0,4740594593,2013-11-14,5,7,Books,Fiction,2,314,65.94,693.94,TeleShop
271617,1977-01-19,34,M,3.0,Ordered,1.0,4740965680,2011-07-21,3,5,Electronics,Computers,2,941,197.61,2079.61,e-Shop
271816,1986-09-24,25,M,6.0,Canceled,0.0,4746540860,2011-08-05,5,6,Books,DIY,-5,-624,327.6,-3447.6,Flagship store
271816,1986-09-24,25,M,6.0,Ordered,0.0,4746540860,2011-07-26,5,6,Books,DIY,5,624,327.6,3447.6,Flagship store
272368,1972-04-17,41,M,3.0,Ordered,1.0,4747580037,2013-11-22,5,11,Books,Children,1,1306,137.13,1443.13,Flagship store
267110,1987-10-18,25,F,7.0,Ordered,1.0,4755337067,2012-03-28,3,4,Electronics,Mobiles,5,944,495.6,5215.6,TeleShop
274226,1973-09-23,38,F,10.0,Ordered,1.0,4763844850,2011-09-09,6,10,Home and kitchen,Kitchen,5,79,41.475,436.475,TeleShop
267265,1991-09-14,21,F,5.0,Ordered,1.0,4764607806,2012-09-19,5,10,Books,Non-Fiction,4,646,271.32,2855.32,e-Shop
272889,1984-04-11,30,F,2.0,Ordered,1.0,4781157690,2014-01-06,5,3,Books,Comics,5,927,486.675,5121.675,e-Shop
272879,1973-05-21,38,M,5.0,Canceled,0.0,4786464902,2011-05-17,5,10,Books,Non-Fiction,-5,-569,298.725,-3143.725,MBR
272879,1973-05-21,38,M,5.0,Ordered,0.0,4786464902,2011-05-13,5,10,Books,Non-Fiction,5,569,298.725,3143.725,MBR
268582,1975-01-03,38,M,1.0,Ordered,1.0,4791915006,2013-09-26,4,1,Bags,Mens,5,503,264.075,2779.075,MBR
273647,1971-12-09,42,M,7.0,Canceled,0.0,4796172999,2013-04-08,2,3,Footwear,Women,-4,-1219,511.98,-5387.98,Flagship store
273647,1971-12-09,42,M,7.0,Ordered,0.0,4796172999,2013-04-07,2,3,Footwear,Women,4,1219,511.98,5387.98,Flagship store
272306,1975-10-26,37,M,7.0,Ordered,1.0,4806913995,2012-09-06,5,7,Books,Fiction,5,669,351.225,3696.225,e-Shop
269950,1979-10-17,33,M,2.0,Ordered,1.0,4807010766,2012-01-10,1,1,Clothing,Women,5,1137,596.925,6281.925,MBR
270270,1980-03-05,31,M,1.0,Ordered,1.0,4807969705,2011-03-03,6,10,Home and kitchen,Kitchen,4,703,295.26,3107.26,e-Shop
269241,1992-10-09,19,F,4.0,Ordered,1.0,4820982146,2011-08-16,1,3,Clothing,Kids,1,1139,119.595,1258.595,MBR
274027,1973-12-13,40,M,6.0,Ordered,1.0,4825954733,2013-06-12,5,12,Books,Academic,3,699,220.185,2317.185,e-Shop
268671,1988-01-03,24,M,5.0,Ordered,1.0,4829274051,2012-11-12,2,1,Footwear,Mens,3,694,218.61,2300.61,MBR
269737,1973-03-19,40,M,6.0,Ordered,1.0,4836237858,2013-07-01,5,12,Books,Academic,4,399,167.58,1763.58,e-Shop
274356,1973-04-02,40,F,9.0,Ordered,1.0,4843284786,2013-07-23,6,2,Home and kitchen,Furnishing,2,306,64.26,676.26,TeleShop
269183,1986-06-12,25,M,5.0,Ordered,1.0,4847899730,2011-10-20,4,4,Bags,Women,2,542,113.82,1197.82,e-Shop
272573,1974-12-20,39,M,8.0,Ordered,1.0,4848636401,2013-09-27,3,9,Electronics,Cameras,1,1461,153.405,1614.405,MBR
268180,1988-05-16,23,F,7.0,Ordered,1.0,4859525852,2011-10-02,6,2,Home and kitchen,Furnishing,3,637,200.655,2111.655,e-Shop
274583,1980-08-15,33,F,5.0,Ordered,1.0,4859972273,2013-10-31,6,2,Home and kitchen,Furnishing,4,701,294.42,3098.42,Flagship store
269514,1984-04-26,27,M,9.0,Ordered,1.0,4865085213,2011-08-11,3,8,Electronics,Personal Appliances,2,214,44.94,472.94,Flagship store
273941,1972-11-26,40,F,8.0,Ordered,1.0,4881149319,2012-04-09,6,12,Home and kitchen,Tools,1,1377,144.585,1521.585,e-Shop
267687,1976-07-17,37,M,7.0,Ordered,1.0,4888846162,2013-07-31,5,7,Books,Fiction,2,562,118.02,1242.02,TeleShop
267544,1984-10-12,27,M,7.0,Ordered,1.0,4892612355,2011-02-03,5,11,Books,Children,4,229,96.18,1012.18,e-Shop
272963,1981-09-22,31,M,1.0,Canceled,0.0,4895958215,2012-12-22,1,3,Clothing,Kids,-3,-1095,344.925,-3629.925,MBR
272963,1981-09-22,31,M,1.0,Ordered,0.0,4895958215,2012-12-20,1,3,Clothing,Kids,3,1095,344.925,3629.925,MBR
268418,1984-02-22,28,M,4.0,Ordered,1.0,4902003103,2012-10-05,6,2,Home and kitchen,Furnishing,2,1041,218.61,2300.61,e-Shop
268076,1978-08-07,33,M,8.0,Ordered,1.0,4903451237,2011-12-03,2,3,Footwear,Women,5,563,295.575,3110.575,e-Shop
271337,1980-08-17,31,M,1.0,Ordered,1.0,4917079509,2011-09-05,5,11,Books,Children,1,710,74.55,784.55,e-Shop
271320,1989-03-04,23,F,10.0,Ordered,1.0,4925521601,2012-03-21,5,10,Books,Non-Fiction,4,799,335.58,3531.58,MBR
267215,1981-11-29,32,F,10.0,Ordered,1.0,4929597518,2013-01-07,2,1,Footwear,Mens,5,1374,721.35,7591.35,e-Shop
274703,1978-01-29,34,M,2.0,Ordered,1.0,4940101790,2012-05-03,3,4,Electronics,Mobiles,4,992,416.64,4384.64,e-Shop
267203,1987-02-01,26,M,1.0,Canceled,0.0,4942455630,2013-12-25,6,11,Home and kitchen,Bath,-2,-223,46.83,-492.83,e-Shop
267203,1987-02-01,26,M,1.0,Ordered,0.0,4942455630,2013-12-23,6,11,Home and kitchen,Bath,2,223,46.83,492.83,e-Shop
273989,1989-07-15,23,M,4.0,Ordered,1.0,4943902118,2012-05-11,1,4,Clothing,Mens,3,921,290.115,3053.115,MBR
274976,1978-03-25,35,M,7.0,Ordered,1.0,4944140003,2013-11-25,2,1,Footwear,Mens,1,590,61.95,651.95,TeleShop
271239,1981-12-14,30,M,5.0,Canceled,0.0,4947037174,2011-02-09,6,12,Home and kitchen,Tools,-3,-228,71.82,-755.82,e-Shop
271239,1981-12-14,30,M,5.0,Ordered,0.0,4947037174,2011-02-01,6,12,Home and kitchen,Tools,3,228,71.82,755.82,e-Shop
271674,1992-02-06,21,F,4.0,Ordered,1.0,4949725923,2013-01-24,3,10,Electronics,Audio and video,1,1374,144.27,1518.27,MBR
267119,1983-11-07,28,F,7.0,Canceled,0.0,4952313090,2011-03-27,3,8,Electronics,Personal Appliances,-2,-459,96.39,-1014.39,e-Shop
267119,1983-11-07,28,F,7.0,Ordered,0.0,4952313090,2011-03-21,3,8,Electronics,Personal Appliances,2,459,96.39,1014.39,e-Shop
272415,1975-09-22,38,F,6.0,Ordered,1.0,4953554718,2013-03-16,5,3,Books,Comics,1,629,66.045,695.045,Flagship store
267236,1981-10-08,31,M,8.0,Ordered,1.0,4953870887,2012-06-02,6,11,Home and kitchen,Bath,5,1098,576.45,6066.45,TeleShop
273903,1986-04-06,26,F,5.0,Ordered,1.0,4956569404,2012-12-14,6,10,Home and kitchen,Kitchen,1,419,43.995,462.995,TeleShop
269291,1974-04-17,37,F,4.0,Ordered,1.0,4958998679,2011-08-26,5,11,Books,Children,3,1335,420.525,4425.525,e-Shop
268419,1972-12-23,39,F,3.0,Ordered,1.0,4962993499,2011-05-06,6,10,Home and kitchen,Kitchen,1,1480,155.4,1635.4,Flagship store
273492,1972-07-05,41,F,7.0,Ordered,1.0,4966591856,2013-03-28,2,4,Footwear,Kids,4,1369,574.98,6050.98,MBR
272305,1975-08-25,38,F,10.0,Ordered,1.0,4968790114,2013-11-03,3,4,Electronics,Mobiles,5,146,76.65,806.65,e-Shop
270548,1989-06-27,22,F,10.0,Canceled,0.0,4973236128,2011-09-28,5,7,Books,Fiction,-5,-1023,537.075,-5652.075,MBR
270548,1989-06-27,22,F,10.0,Ordered,0.0,4973236128,2011-09-18,5,7,Books,Fiction,5,1023,537.075,5652.075,MBR
271306,1987-02-03,24,M,9.0,Ordered,1.0,4974715302,2011-09-16,4,4,Bags,Women,2,1179,247.59,2605.59,MBR
268386,1978-12-13,36,F,6.0,Ordered,1.0,4996075909,2014-01-09,6,12,Home and kitchen,Tools,2,324,68.04,716.04,e-Shop
266939,1989-07-16,24,M,10.0,Ordered,1.0,4998171745,2013-07-21,4,1,Bags,Mens,3,931,293.265,3086.265,TeleShop
273507,1987-06-09,26,M,8.0,Ordered,1.0,5006124717,2013-06-14,3,5,Electronics,Computers,2,88,18.48,194.48,MBR
270321,1988-08-22,23,F,9.0,Ordered,1.0,5010045056,2011-08-16,3,4,Electronics,Mobiles,1,427,44.835,471.835,e-Shop
268732,1970-05-06,43,M,2.0,Ordered,1.0,5016742567,2013-09-27,5,7,Books,Fiction,2,319,66.99,704.99,TeleShop
269089,1980-03-29,32,M,3.0,Ordered,1.0,5016899467,2012-04-19,4,4,Bags,Women,3,105,33.075,348.075,MBR
272255,1988-04-17,25,M,3.0,Canceled,0.0,5019044047,2013-12-30,2,4,Footwear,Kids,-2,-633,132.93,-1398.93,MBR
272255,1988-04-17,25,M,3.0,Ordered,0.0,5019044047,2013-12-27,2,4,Footwear,Kids,2,633,132.93,1398.93,MBR
274740,1975-12-01,38,M,10.0,Ordered,1.0,5019577370,2013-05-27,2,4,Footwear,Kids,1,527,55.335,582.335,MBR
270334,1992-09-07,19,M,4.0,Canceled,0.0,5022388613,2011-05-15,6,11,Home and kitchen,Bath,-4,-1420,596.4,-6276.4,Flagship store
270334,1992-09-07,19,M,4.0,Ordered,0.0,5022388613,2011-05-08,6,11,Home and kitchen,Bath,4,1420,596.4,6276.4,Flagship store
272559,1979-07-18,32,F,1.0,Ordered,1.0,5023470508,2011-06-10,6,11,Home and kitchen,Bath,4,1075,451.5,4751.5,MBR
271697,1982-01-03,31,F,4.0,Ordered,1.0,5023914866,2013-08-25,2,4,Footwear,Kids,4,399,167.58,1763.58,e-Shop
271249,1975-02-22,38,M,9.0,Ordered,1.0,5027216087,2013-10-20,1,3,Clothing,Kids,1,1204,126.42,1330.42,Flagship store
270709,1976-01-05,36,M,7.0,Ordered,1.0,5048951310,2012-06-19,5,10,Books,Non-Fiction,4,249,104.58,1100.58,TeleShop
272801,1984-01-12,29,F,8.0,Ordered,1.0,5058385936,2013-06-26,1,3,Clothing,Kids,3,678,213.57,2247.57,MBR
274060,1985-11-13,28,M,4.0,Ordered,1.0,5064023324,2013-09-16,5,12,Books,Academic,5,1317,691.425,7276.425,e-Shop
268148,1978-12-21,34,M,5.0,Ordered,1.0,5074308032,2012-11-10,6,10,Home and kitchen,Kitchen,1,300,31.5,331.5,e-Shop
269948,1985-09-03,26,F,6.0,Ordered,1.0,5080961703,2011-06-01,5,3,Books,Comics,2,295,61.95,651.95,TeleShop
268548,1983-09-05,29,M,10.0,Ordered,1.0,5084721998,2012-07-17,6,2,Home and kitchen,Furnishing,5,308,161.7,1701.7,MBR
270530,1977-09-16,36,M,9.0,Ordered,1.0,5084770245,2013-10-10,3,4,Electronics,Mobiles,5,633,332.325,3497.325,e-Shop
269396,1971-11-25,40,M,3.0,Ordered,1.0,5090971806,2011-11-25,5,10,Books,Non-Fiction,2,716,150.36,1582.36,TeleShop
274052,1992-07-13,21,F,5.0,Ordered,1.0,5091223572,2013-11-02,5,7,Books,Fiction,4,1226,514.92,5418.92,e-Shop
267604,1981-07-09,31,F,2.0,Ordered,1.0,5093407624,2012-03-28,1,3,Clothing,Kids,1,176,18.48,194.48,e-Shop
267677,1989-01-01,24,M,4.0,Ordered,1.0,5098021109,2013-07-13,3,4,Electronics,Mobiles,4,607,254.94,2682.94,Flagship store
269528,1972-02-28,41,M,7.0,Ordered,1.0,5107228128,2013-03-17,1,3,Clothing,Kids,3,577,181.755,1912.755,Flagship store
269651,1984-01-03,27,M,3.0,Ordered,1.0,5109314776,2011-06-12,6,11,Home and kitchen,Bath,5,782,410.55,4320.55,TeleShop
272954,1980-06-05,32,F,3.0,Ordered,1.0,5116556684,2012-03-29,3,5,Electronics,Computers,4,123,51.66,543.66,e-Shop
271729,1989-06-14,23,F,4.0,Ordered,1.0,5123071302,2012-09-29,5,3,Books,Comics,2,807,169.47,1783.47,Flagship store
269145,1992-12-04,19,M,1.0,Ordered,1.0,5126231833,2011-10-24,3,8,Electronics,Personal Appliances,2,264,55.44,583.44,MBR
267419,1976-11-28,36,F,10.0,Ordered,1.0,5134485272,2012-10-20,6,12,Home and kitchen,Tools,1,667,70.035,737.035,MBR
269481,1981-11-17,31,M,1.0,Canceled,0.0,5139487450,2012-02-06,4,4,Bags,Women,-5,-640,336.0,-3536.0,Flagship store
269481,1981-11-17,31,M,1.0,Ordered,0.0,5139487450,2012-02-01,4,4,Bags,Women,5,640,336.0,3536.0,Flagship store
274231,1992-01-18,19,F,6.0,Ordered,1.0,5154792559,2011-07-11,6,12,Home and kitchen,Tools,5,305,160.125,1685.125,TeleShop
274186,1982-04-20,29,M,3.0,Ordered,1.0,5156301433,2011-11-29,3,9,Electronics,Cameras,4,473,198.66,2090.66,e-Shop
272363,1985-04-13,27,F,8.0,Ordered,1.0,5161950385,2012-11-25,2,3,Footwear,Women,3,308,97.02,1021.02,e-Shop
267995,1971-06-04,41,M,4.0,Ordered,1.0,5165090274,2012-08-08,5,7,Books,Fiction,4,939,394.38,4150.38,Flagship store
271375,1975-10-04,37,M,10.0,Canceled,0.0,5167271070,2012-01-25,3,9,Electronics,Cameras,-2,-1426,299.46,-3151.46,TeleShop
271375,1975-10-04,37,M,10.0,Ordered,0.0,5167271070,2012-01-21,3,9,Electronics,Cameras,2,1426,299.46,3151.46,TeleShop
273389,1975-01-13,36,F,6.0,Ordered,1.0,5175063728,2011-11-24,5,10,Books,Non-Fiction,5,414,217.35,2287.35,MBR
271679,1971-10-15,42,F,5.0,Ordered,1.0,5177466281,2013-06-27,6,12,Home and kitchen,Tools,2,917,192.57,2026.57,MBR
267883,1985-02-13,27,M,8.0,Ordered,1.0,5186588957,2012-06-30,1,4,Clothing,Mens,4,482,202.44,2130.44,e-Shop
272163,1974-04-06,37,M,3.0,Ordered,1.0,5187751758,2011-11-17,4,1,Bags,Mens,2,115,24.15,254.15,e-Shop
271414,1985-02-02,26,M,9.0,Ordered,1.0,5187838927,2011-10-14,2,1,Footwear,Mens,2,757,158.97,1672.97,Flagship store
272417,1987-04-28,24,F,1.0,Ordered,1.0,5191164007,2011-07-06,2,4,Footwear,Kids,4,773,324.66,3416.66,e-Shop
267793,1992-06-29,21,F,9.0,Ordered,1.0,5192109535,2013-08-08,2,3,Footwear,Women,5,861,452.025,4757.025,Flagship store
268138,1980-06-23,32,M,3.0,Ordered,1.0,5196512154,2012-05-16,5,6,Books,DIY,5,536,281.4,2961.4,e-Shop
271274,1978-08-20,33,M,4.0,Ordered,1.0,5204335657,2011-07-31,5,3,Books,Comics,5,661,347.025,3652.025,TeleShop
275216,1985-12-01,28,F,9.0,Canceled,0.0,5209169465,2013-07-06,3,10,Electronics,Audio and video,-1,-1467,154.035,-1621.035,Flagship store
275216,1985-12-01,28,F,9.0,Ordered,0.0,5209169465,2013-06-27,3,10,Electronics,Audio and video,1,1467,154.035,1621.035,Flagship store
270852,1989-04-17,22,F,3.0,Ordered,1.0,5214567215,2011-12-14,5,7,Books,Fiction,1,178,18.69,196.69,e-Shop
270582,1974-07-01,37,M,5.0,Ordered,1.0,5217417867,2011-12-21,3,9,Electronics,Cameras,4,1040,436.8,4596.8,TeleShop
274652,1985-07-08,27,M,8.0,Ordered,1.0,5221193544,2012-07-12,1,1,Clothing,Women,5,894,469.35,4939.35,e-Shop
271061,1978-01-18,33,M,9.0,Ordered,1.0,5222864850,2011-08-28,2,4,Footwear,Kids,5,214,112.35,1182.35,e-Shop
269356,1989-05-01,23,M,6.0,Ordered,1.0,5226415514,2012-10-16,3,4,Electronics,Mobiles,3,271,85.365,898.365,Flagship store
274604,1978-11-13,35,M,8.0,Ordered,1.0,5235645075,2013-05-20,5,11,Books,Children,4,337,141.54,1489.54,TeleShop
269003,1973-08-12,39,M,6.0,Ordered,1.0,5237129666,2012-07-31,3,10,Electronics,Audio and video,2,1403,294.63,3100.63,e-Shop
267891,1989-06-19,23,M,1.0,Canceled,0.0,5238564912,2012-07-09,5,10,Books,Non-Fiction,-2,-1300,273.0,-2873.0,e-Shop
267891,1989-06-19,23,M,1.0,Ordered,0.0,5238564912,2012-07-06,5,10,Books,Non-Fiction,2,1300,273.0,2873.0,e-Shop
267827,1972-03-20,41,F,7.0,Ordered,1.0,5248565959,2013-09-09,5,12,Books,Academic,3,1009,317.835,3344.835,MBR
272645,1970-04-14,42,F,2.0,Ordered,1.0,5255606755,2012-06-29,3,8,Electronics,Personal Appliances,4,1453,610.26,6422.26,TeleShop
274042,1974-02-06,38,F,4.0,Canceled,0.0,5264099948,2012-07-06,3,8,Electronics,Personal Appliances,-2,-479,100.59,-1058.59,e-Shop
274042,1974-02-06,38,F,4.0,Ordered,0.0,5264099948,2012-06-28,3,8,Electronics,Personal Appliances,2,479,100.59,1058.59,e-Shop
271935,1970-03-26,43,M,5.0,Canceled,0.0,5271871674,2013-03-17,6,12,Home and kitchen,Tools,-3,-778,245.07,-2579.07,e-Shop
271935,1970-03-26,43,M,5.0,Ordered,0.0,5271871674,2013-03-08,6,12,Home and kitchen,Tools,3,778,245.07,2579.07,e-Shop
270573,1973-08-20,39,F,1.0,Ordered,1.0,5276521253,2012-08-08,2,4,Footwear,Kids,3,1091,343.665,3616.665,TeleShop
268453,1971-09-09,41,M,3.0,Canceled,0.0,5284309749,2012-12-03,2,3,Footwear,Women,-1,-112,11.76,-123.76,MBR
268453,1971-09-09,41,M,3.0,Ordered,0.0,5284309749,2012-11-25,2,3,Footwear,Women,1,112,11.76,123.76,MBR
268879,1986-02-13,25,M,2.0,Ordered,1.0,5286299323,2011-08-13,2,1,Footwear,Mens,3,893,281.295,2960.295,Flagship store
268919,1991-06-27,23,M,10.0,Canceled,0.0,5292050908,2014-01-19,5,11,Books,Children,-5,-552,289.8,-3049.8,MBR
268919,1991-06-27,23,M,10.0,Ordered,0.0,5292050908,2014-01-11,5,11,Books,Children,5,552,289.8,3049.8,MBR
268021,1971-10-18,42,F,10.0,Ordered,1.0,5295316851,2013-12-13,6,12,Home and kitchen,Tools,5,924,485.1,5105.1,Flagship store
267962,1973-07-12,38,M,9.0,Ordered,1.0,5295970945,2011-03-06,2,3,Footwear,Women,1,573,60.165,633.165,TeleShop
273903,1986-04-06,25,F,5.0,Ordered,1.0,5304331281,2011-07-19,3,8,Electronics,Personal Appliances,3,212,66.78,702.78,Flagship store
270519,1986-03-24,25,F,6.0,Ordered,1.0,5306267732,2011-04-21,2,3,Footwear,Women,1,1374,144.27,1518.27,MBR
273795,1974-05-15,39,M,5.0,Ordered,1.0,5308359981,2013-06-03,3,5,Electronics,Computers,2,94,19.74,207.74,MBR
271190,1988-06-16,23,M,3.0,Ordered,1.0,5318172780,2011-06-23,5,3,Books,Comics,5,354,185.85,1955.85,e-Shop
267538,1979-11-03,34,M,4.0,Ordered,1.0,5330412018,2013-08-07,2,3,Footwear,Women,2,1299,272.79,2870.79,Flagship store
